name,id,alamat,kota/kab,no telp,email,website,Total Dosen - 20191,Total Mhs - 20191,Total Dosen - 20192,Total Mhs - 20192,Total Dosen - 20201,Total Mhs - 20201,Total Dosen - 20202,Total Mhs - 20202,Total Dosen - 20211,Total Mhs - 20211,Total Dosen - 20212,Total Mhs - 20212,Total Dosen - 20221,Total Mhs - 20221,Total Dosen - 20222,Total Mhs - 20222
,,,,,,,,,,,,,,,,,,,,,,
Sekolah Tinggi Ilmu Pendidikan Bunga Bangsa,RUE0MjFFNTYtOTQ0Ri00M0I4LUE3RTAtMjlCQzAwRkY5RTYz,"Jalan Pangeran Samudra ,Palangka Raya.Kalimantan Tengah",Kota Palangka Raya,082148025690,stipbb@gmail.com,-,15,426,19,359,22,388,16,216,11,0,12,270,5,0,1,0
STIE YBPK Palangka Raya,RDMzRjFDRDAtNzg4MS00MDRCLTk4RUEtQTUxNjJFMjg1ODE3,Jalan H Ikap No 17 ,Kota Palangka Raya,05364211765,stieybpkpalangkaraya@gmail.com,www.stieybpk.ac.id,16,163,16,146,19,146,19,141,18,106,18,97,17,118,13,0
,,,,,,,0,448,0,447,0,467,0,453,0,426,0,406,0,423,0,0
STMIK Palangka Raya,OUVCQjJDODktNzBEOS00MURFLTk1NTAtNDZDRUNCRTI1RTdG,Jalan G. Obos No.114,Kota Palangka Raya,0536-3224593,humas@stmikplk.ac.id,www.stmikplk.ac.id,60,1070,52,1047,64,1185,58,1163,66,1035,52,1007,59,1083,50,0
Akademi Kebidanan Banjarbaru,RTRERkYyQzQtNjE2Qi00RUI1LTgwMzMtNkM0REEyNjIyMzAy,"JL. BUKIT RAYA KOMP, GUPPILOKTABAT SELATAN Banjarbaru ",Kota Banjarbaru,05114772795,akbidyakahuma@yahoo.com,www.akbid-banjarbaru.co.id,3,14,2,1,0,0,0,0,0,0,0,0,5,12,0,0
Akademi Kebidanan Banua Bina Husada,NkVEMzIxOEMtQThFQi00QzAyLUEwNzUtNkE5MzA3MTRFODdF,JL. ANEKA TAMBANG RT 03 RW 01 BANJARBARU. KALIMANTAN SELATAN,Kota Banjarbaru,0511-6807755,akbidbanuabinahusada@ymail.com,akbidbbh.ac.id,8,120,9,128,8,106,7,104,8,74,9,73,8,99,7,16
Akademi Kebidanan Bunga Kalimantan,Q0YyQzJGNzQtN0JERi00QTQzLTkzNDItNEM3NUJDMEM5RUYy,Jl Brigjen H Hasan Basri No 4D ,Kec. Banjarmasin Utara,0511-3307631, akbid_bk@yahoo.co.id, www.akbidbungakalimantan.ac.id,11,77,7,76,7,64,7,63,8,77,6,81,7,69,8,26
,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Akademi Kebidanan YAPKESBI Banjarbaru,RUU0RERDRjQtMkEzNC00RkFFLUI5NDYtQTU2NTkyMEU0QzEx,Jl. Trikora (Depan Mesjid Agung Al-Munawarrah) Banjarbaru ,Kec. Cempaka,0511-6344414,akbidyapkesbi@gmail.com,akbidyapkesbi.blogspot.com,11,28,10,28,9,24,8,24,10,23,8,21,10,16,9,2
,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Akademi Maritim Nusantara Banjarmasin,RUM2QzYxNUMtRDA4Mi00NUFBLTgzMkYtNkZCRDI2NjY3QTky,Jalan Kuripan No 15-B ,Kec. Banjarmasin Timur,082156742353,maritimakademi@amnus-bjm.ac.id,https://www.amnus-bjm.ac.id/,10,197,11,195,13,232,12,237,11,238,11,238,15,202,14,0
Akademi Pariwisata Nasional Banjarmasin,NTUwOTA0RUUtREY1Ni00QzBELUExNzktNTk2NDA3RTY4OTZC,Jalan Mayjend Soetoyo S No 126 ,Kec. Banjarmasin Tengah,(0511) 4415381,akparnasbjm@gmail.com,www.akparnas.ac.id,21,103,19,82,25,94,19,51,22,81,20,83,20,66,12,0
Akademi Teknik Pembangunan Nasional,MDM3RkY4RkYtN0U3QS00Q0E2LUFCMDQtNUQ4QTg2NTZDQTlC,Jalan Ir P M Noor No 10 ,Kec. Landasan Ulin,(0511) 4772943,atpn_banjarbaru@yahoo.com, www.atpnbjb.ac.id,10,48,9,46,10,0,0,0,5,1,0,0,0,0,0,0
Politeknik Kotabaru,NTlEOTEwRTktMDE2RC00MjI4LUI2MDktMDYwQjg0QjhGREY3,"Jalan Raya Stagen KM 9,5 ",Kec. Pulau Laut Utara,0518-6076838,politeknik.kotabaru@poltekab.ac.id,poltekab.ac.id,35,364,28,362,35,397,30,396,35,428,30,417,34,426,30,0
Politeknik Hasnur,NDVGQ0UyN0EtMDRGOC00MDlDLTk1NTEtNDI4RTg3RkFBNkFG,"Jl, Brigjen H Hasan Basri, Handil Bakti Ray V",Kab. Barito Kuala,0511-3306606,polihasnur@polihasnur.ac.id,polihasnur.ac.id,18,205,20,202,20,255,17,265,20,242,20,242,32,294,30,0
Universitas Sari Mulia,MzIyNzE5OEItQzc2OC00RDhCLUJCMTUtMDQyRUM4QzYzQzM5,,Kota Banjarmasin,(0511) 3268105,biroadmin@unism.ac.id,www.unism.ac.id,176,1127,183,1118,215,1368,197,1329,189,1845,191,1784,214,2306,240,21
Universitas Nahdlatul Ulama Kalimantan Selatan,QzAzMkM3MTQtMzk1RS00NzdDLTk0ODYtMDc1QzA3RTAwODdB,Jl. Ahmad Yani Km. 12.5,Kec. Gambut,0511 5511701,unu.kalsel@gmail.com,www.unukase.ac.id,52,955,53,954,41,1240,52,1304,71,1652,77,1561,86,1607,68,0
Universitas Borneo Lestari,NTNDQzIwNzYtM0UzNy00OTkyLTgzMEQtQ0I0MDU0N0ExNUU4,,Kota Banjarbaru,,,https://unbl.ac.id/,0,245,0,245,0,543,0,549,0,1006,0,1006,110,1593,118,192
Sekolah Tinggi Ilmu Administrasi Amuntai,MDU4RDlGRjMtMTk1OC00QTc1LUEwMDMtMDRCNjVFOEU2MjVB,Jalan Kuripan Murung Sari 54 ,Kec. Amuntai Tengah,052762520,stiaamt@gmail.com, stia-amuntai@ac.id,0,4033,0,3817,26,4318,29,3771,64,2553,72,2504,71,3060,70,0
Sekolah Tinggi Ilmu Ekonomi Nasional Banjarmasin,MDBENDRGMjAtOTg1MC00ODQxLUIzMkYtNEQ3M0U5QjZBQUJC,Jalan Mayjend Soetoyo S No 126 ,Kec. Banjarmasin Barat,0511-4364563, stienasbanjarmasin@gmail.com,stienas-ypb.ac.id,34,1321,32,1204,31,1364,31,1236,33,1177,33,1148,33,1207,33,118
Sekolah Tinggi Ilmu Hukum Sultan Adam,NzhGMkM4NTctRThGRi00RjRGLUIzMDctRTEyMzAxMkNFQ0U0,"Jalan Sultan Adam  No.130, Rt.26 Banjarmasin",Kota Banjarmasin,0511-330-2963,stihsa.banjarmasin@gmail.com,stihsa-bjm.ac.id,38,1235,32,1014,27,1094,31,995,24,1301,27,1098,24,1350,19,0
,,,,,,,0,627,0,633,0,0,0,0,0,0,0,0,0,0,0,0
Sekolah Tinggi Ilmu Pertanian Amuntai,REZFMURDMDMtNTlENy00RUZFLTg2MEYtNDk4Q0UwQTY5RDdG,Jalan Bihman Villa No.7B Amuntai Kabupaten Hulu Sungai Utara Propinsi Kalimantan,Kab. Hulu Sungai Utara,"0527-61373, 62202",stiperamuntai@hotmail.com,stiperamuntai.ac.id,28,550,22,542,24,550,24,549,24,603,21,539,23,525,26,0
Universitas Balikpapan,RDY5NDAxMDEtMjcwNy00QjhGLUJDNUUtMjMyRjFGRDA2Qjk5,Jl Aipda KS Tubun Kelurahan Gunung Bahagia,Kota Balikpapan,0542-764205,info@uniba-bpn.ac.id,uniba-bpn.ac.id,206,7025,169,6745,196,6418,176,5954,235,5945,204,5582,246,5540,211,0
,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,,,,,,,0,500,0,450,0,493,0,462,0,424,0,425,0,438,0,0
,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Akademi Bahasa Asing Balikpapan,M0QyQTM5QUUtNzYzMy00M0NDLUE2RUQtRjdGQzlFQ0ZBQjAz,Jalan Soekarno Hatta Straat II No 16 Gn. Samarinda Balikpapan,Kota Balikpapan,(0542) 734039,aba.bpp@gmail.com,aba-balikpapan.com,5,58,5,58,5,58,5,58,5,92,5,92,5,95,5,0
,,,,,,,0,101,0,98,0,88,0,88,0,118,0,80,0,0,0,0
,,,,,,,,,,,,,,,,,,,,,,
Politeknik Negeri Balikpapan,MTM4NjRCNjktMzhGNC00RTI2LTg5NjMtQzU5Qzk0QjU2NjVG,Jl. Soekarno Hatta Km. 8 Balikpapan ,Kec. Balikpapan Utara,(0542) 860895,admin@poltekba.ac.id,www.poltekba.ac.id,85,1204,86,1201,95,1419,96,1410,99,1591,126,1365,147,1540,140,1511
Sekolah Tinggi Ilmu Kesehatan Samarinda,MkY5MjAwNDQtMTc0MS00RTg5LUFDOTgtQTg5MTAxOTVBNjE1,,Kota Samarinda,0541 7777363,stikessamarinda@gmail.com,stiksam.ac.id,20,408,19,408,21,395,23,392,25,551,28,511,32,696,31,30
Universitas 17 Agustus 1945 Samarinda,MjdCMTlCQ0UtN0E1Ri00NkU2LTg0ODgtODNCQzA1Qzg3MkQ4,Jalan Ir H Juanda No 80 ,Kota Samarinda,0541743390, info@untag-smd.ac.id, www.untag-smd.ac.id,135,9471,133,8981,130,9966,131,6737,202,6056,207,6016,217,6202,216,0
Universitas Nahdlatul Ulama Kalimantan Timur,QUU4MDI1OEQtMDM1Ri00RTBFLThGOEEtQzdFQUQyNEI5MjE3,"Jl. KH. Harun Nafsi, Kel. Rapak Dalam, Samarinda",Kec. Loa Janan Ilir,0541 4104842,admin@unukaltim.ac.id,unukaltim.ac.id,85,657,86,656,92,889,76,856,112,1037,107,999,111,1245,97,0
Universitas Widya Gama Mahakam Samarinda,NTNERjQ3NDYtREY5MS00NjdDLTkyNEEtMzY2RENCQjdCN0I1,"Kampus Biru,Gedung UWIGAMA,Jl.K.H.Wahid Hasyim,Sempaja Samarinda 75124 - Kalima",Kota Samarinda,0541- 4121117,uwigama@gmail.com / uwigama@uwgm.ac.id,uwgm.ac.id,139,5386,111,4946,132,5497,110,5078,129,5305,123,4990,162,4179,154,4
Universitas Muhammadiyah Kalimantan Timur,QTM2MjMxRDQtM0NGOS00OEY3LUJFMTItMThEQjgwMUI3MTVE,Jalan Ir H Juanda No 15,Kec. Samarinda Ulu,0541 748511,web@umkt.ac.id,www.umkt.ac.id,280,4748,249,4738,482,6248,323,6273,434,7984,269,7702,572,9142,468,180
,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Akademi Bahasa Asing Colorado Samarinda,NzRFNkIxODMtN0E4Ri00MjE2LUE4NkMtQURDOEE3RUZCQTEy,Jalan WR Soepratman No 10 ,Kec. Samarinda Ulu,(0541)743607,abacolorado42@gmail.com, ,3,24,3,25,0,0,0,0,0,0,0,0,0,0,0,0
,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,,,,,,,0,90,0,90,0,61,0,57,0,45,0,41,0,0,0,0
,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Akademi Kebidanan Permata Husada Samarinda,REI1MjAxRjktNjNBNi00NEEzLTk2NDEtODQ3REM5MDkxNkUy,Jl Ir H Juanda No 65 ,Kota Samarinda,0541-7770380,,http://akbidpermata.ac.id,7,82,6,26,5,86,9,79,1,105,6,105,8,103,8,25
Akademi Keperawatan Yarsi Samarinda,QTE2MkNFOEItMDBEMC00NzE5LUE5NzktMzEzMTg5MDgxNDhB,Jalan Gurami No 14 Kelurahan Sungai Dama,Kota Samarinda,0541 751568-7778180,akperyarsismd@gmail.com,www.akperyarsismd.com,11,91,9,91,0,0,0,0,0,0,0,0,0,0,0,0
,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Akademi Maritim Indonesia Samarinda,REZDODQzMjgtMkJFMy00N0I0LTg4RjUtQUZFOEE0NkIyMzY5,Jalan Udang No 16 ,Kec. Samarinda Ulu,0541 681129,ami.samarinda@yahoo.com,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
IKIP PGRI Kaltim,MjAwMURDREYtNzAyRS00RkY5LUIzQjItNkNDNTA2Qzg3NDdB,Jalan Suwandi Blok C 23 ,Kota Samarinda,0541 738620,info@ikippgrikaltim.ac.id, http://www.ikippgrikaltim.ac.id,41,1475,38,1216,40,1412,44,1408,46,1332,49,1332,49,1278,42,0
STIMI Samarinda,RjIzRjc4QTItM0I4NC00QzM5LTlFODgtODAzOTk0NDc2QjE3,Jalan M. Yamin RT VIII No.78   Samarinda ,Kota Samarinda,0541-765182,admin@stimisamarinda.ac.id,https://www.stimisamarinda.ac.id,9,793,9,679,9,792,11,789,9,775,9,770,9,1570,9,0
,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,,,,,,,0,57,0,0,0,0,0,0,0,0,0,0,0,0,0,0
STMIK Samarinda,OUM0NjM5OTMtODc1Mi00QjRFLUExNjEtMTAxODI4M0IwRDhC,Jalan Banggeris No 82 ,Kota Samarinda,0541 746557,kampus@stmik-samarinda.ac.id,www.stmik-samarinda.ac.id,10,85,11,85,8,64,7,60,6,42,5,42,0,0,0,0
Sekolah Tinggi Ilmu Komunikasi Mahakam,MDE1N0Y4M0MtMEVDOC00OTFBLThBNkQtNjgxOTBFMkMxODNE,"Jalan A. Wahab Syahranie No.21, Kota Samarinda, Provinsi Kalimantan Timur",Kota Samarinda,0541-742478,stikma@yahoo.co.id,,5,126,6,123,0,0,5,110,0,0,5,83,5,67,0,0
,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Universitas Trunajaya Bontang,RDZDRjBEN0YtN0Y5Ny00OUNELUI1OEUtNUNENTFGNERGNjMz,Jl.Taekwondo I RT.9 No.55 Kelurahan Api-api Kecamatan Bontang Utara Kota Bontang,Kota Bontang,0548-303-5920,trunajaya_btg@yahoo.co.id,trunajaya.id,54,886,47,833,52,788,40,487,49,663,27,660,42,564,0,0
Sekolah Tinggi Teknologi Industri Bontang,MTI4RjU0MEQtNTZGRC00MUYyLUFBNjktMkY5MTVBREI5NjlC,Jalan Bhayangkara No 26 ,Kota Bontang,0548-21512,sttibyabis2@gmail.com,www.sttibontang.ac.id/,22,106,23,95,22,123,15,110,20,123,15,110,19,136,12,0
Sekolah Tinggi Teknologi Bontang,NDZGQTk5NTctOTNDMy00NjEzLTgzOEQtRDU3MDRDOTIxQzFB,Jalan KH Ahmad Dahlan No 59 ,Kota Bontang,0548(28782),admin@stitek.ac.id, stitek.ac.id,24,538,19,498,23,575,20,548,25,597,21,584,23,620,17,0
Universitas Muhammadiyah Berau,REVDNTM4NUYtNzk5Mi00RjlBLUExNDItRjAxNjFFN0I0MzE4,Kabupaten Berau Provinsi Kalimantan Timur,Kab. Berau,,info@umberau.ac.id,http://umberau.ac.id/,0,1351,0,1352,70,1645,66,1497,106,1739,111,1668,126,1828,113,0
Universitas Kaltara,MzY3NDU1M0QtRkRFNi00QTEwLTgwRDQtMDZBODNDOTEyMzNE,Jl. Sengkawit RT.023 Tanjung Selor Kabupaten Bulungan Kalimantan Utara,Kec. Tanjung Selor, 0552-23190, univ.kaltara@gmail.com, www.unikaltar.ac.id,121,1531,69,1197,76,1193,67,1122,74,1041,71,978,83,997,73,0
,,,,,,,0,171,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Akademi Bahasa Asing Permata Hati Tarakan,RUNEQzRBNkMtNjQ4My00Mjc3LTlFODQtMjZCMTAzMEJFMjlE,JLnderal Sudirman No.36 RT.03 Kelurahan Pamusian Kecamatan Tarakan Tengah Kot,Kota Tarakan,0551-2027756,abatatarakan@yahoo.com,www.abata.ac.id,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,,,,,,,0,415,0,406,0,432,0,421,0,418,0,259,0,0,0,0
Universitas Kaltara,MzY3NDU1M0QtRkRFNi00QTEwLTgwRDQtMDZBODNDOTEyMzNE,Jl. Sengkawit RT.023 Tanjung Selor Kabupaten Bulungan Kalimantan Utara,Kec. Tanjung Selor, 0552-23190, univ.kaltara@gmail.com, www.unikaltar.ac.id,121,1531,69,1197,76,1193,67,1122,74,1041,71,978,83,997,73,0
Universitas Muhammadiyah Pontianak,NjRBQkRENzUtOEY2Qy00RjcwLTgzQ0QtRDFBNkFFNzVEQUMz,Jalan Jendral Ahmad Yani No.111,Kec. Pontianak Tenggara,0561-764571,kontak@unmuhpnk.ac.id,https://unmuhpnk.ac.id,163,5728,169,4693,182,5337,162,5005,198,5335,176,4852,199,5484,195,5013
Universitas Nahdlatul Ulama Kalimantan Barat,N0ZERkJFQzMtOTlCRi00MDg2LTlEQ0YtMUFCQzE2MEFGNjZD,Jl. KH. Ahmad Dahlan No. 72,Kab. Kuburaya,0561-731615,universitasnukalbar@gmail.com,www.unukalbar.ac.id,85,564,81,563,89,1030,87,1023,87,1533,85,1500,83,1877,81,1738
Universitas Oso,MUE1RDJCMTMtNkRFOC00OTMxLTlGQTEtRDFGNjI5MjhCQkVB,,Kota Pontianak,08115686060,info@oso.ac.id,https://oso.ac.id/,0,0,0,0,0,103,12,103,16,169,15,169,19,231,15,0
Universitas Panca Bhakti,NjIwREM2NkItQTYxRC00RDk4LUI3MUUtNDYzQUYzMjlGMTgw,Jalan Kom Yos Sudarso ,Kota Pontianak,0561-772677,mail@upb.ac.id,https://upb.ac.id,87,4742,68,4126,100,4376,57,4199,113,4805,127,4633,150,4963,130,0
Universitas Widya Dharma,RUM3REM1NjEtM0EyNy00MzY3LTk4Q0QtRUI0MzBGNjQ1OEYw,Jalan Ki Hajar Dewantara ,Kab. Klaten,(0272)322363,info@unwidha.ac.id,www.unwidha.ac.id,270,2830,254,2418,264,2599,241,2427,324,2385,253,2154,278,2520,245,1096
Sekolah Tinggi Ilmu Ekonomi Bulungan Tarakan,OURENTFCRkYtMzZBOC00OUI1LUI4N0MtMzM2MTI0RDk2QTk0,Jalan Gunung Amal Kampung Enam ,Kota Tarakan,0551-25996, info@stiebulungantarakan.ac.id, www.stiebulungantarakan.ac.id,24,924,24,906,28,767,25,763,26,748,27,744,19,660,21,1
,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sekolah Tinggi Ilmu Tarbiyah Ibnu Khaldun,MEFBMjY4ODktMkNDQi00QTkyLTgwNzYtRUNFODdGRDg3ODUx,"Jl. Imam Bonjol (Mambunut Dalam) RT. 12 RW. 03 Kelurahan Selisun, Kecamatan Nunukan Selatan, Kabupaten Nunukan, Provinsi Kalimantan Utara",Kab. Nunukan,05562026012,nunukan.stitibnukhaldun@yahoo.co.id, stit-ik-nunukan.ac.id,8,284,9,284,7,287,8,287,8,285,7,284,7,382,7,167
Sekolah Tinggi Bahasa Asing Pontianak,OTc1NTk5QjctRjFBOS00NjMyLUE1QUQtRTUyQTg4Mzg5MjYy,Jalan Imam Bonjol No 82-88 ,Kota Pontianak,,,www.stbapontianak.ac.id,20,304,20,272,21,272,22,263,19,275,19,262,19,260,19,0
Sekolah Tinggi Bahasa Harapan Bersama,OEY3QkU2NDQtRTY3RS00OEVFLUI1NjQtQkFEQTE1ODc5RkU2,,Kab. Kuburaya, 0561-739995, admin@stbharapanbersama.ac.id,www.stbharapanbersama.ac.id,17,312,19,313,17,394,18,392,15,449,13,449,10,482,10,0
Sekolah Tinggi Ilmu Ekonomi Boedi Oetomo,MDJDRUI1QTktRUE1Mi00NUYxLTlFMEQtMTU3QzVBM0VGMzgz,Jalan Ampera No. GG 1-2 Kota Baru Pontianak,Kota Pontianak,(0561)586324,stie_boedioetomo@yahoo.co.id,www.stieboedioetomo.ac.id,10,288,9,282,10,708,10,671,10,707,10,707,9,703,9,5
Sekolah Tinggi Ilmu Ekonomi Indonesia Pontianak,QTQwMDBENjAtOUQ0My00M0EzLUIyOEMtMzlFRjcxNTczOTcw,Jalan Imam Bonjol No. 82-88 P.O. Box 1139 Pontianak - Kalbar,Kota Pontianak,"(0561) 761307,734762",stieindonesia_pontianak@yahoo.com,stieip.ac.id,39,667,39,552,41,565,36,456,39,481,36,363,30,398,27,0
Sekolah Tinggi Ilmu Ekonomi Mulia Singkawang,M0VBN0U2RDYtMjFBQi00MzMwLUIxQjktNzIxMjNCNEIxOEU1,Jalan Dr Sutomo 89 ,Kota Singkawang,0562-637956,stie_mulia_skw@yahoo.com,stiemulia_singkawang.com,26,649,34,645,35,620,40,618,39,574,39,574,40,549,40,546
,,,,,,,0,780,0,777,0,878,0,868,0,934,0,880,0,0,0,0
Sekolah Tinggi Ilmu Ekonomi Widya Dharma,MTAxNTlCNjgtNzE3Ny00QUI0LUI4NkQtQjg1OTlFMEE4RTVG,Jalan Raya Ketawang No.99 Kab Malang,Kec. Gondanglegi,0341-7981137,stie_wd@yahoo.com,stiewidyadharma-malang.ac.id,26,310,23,250,25,673,23,327,23,377,22,364,20,295,19,291
,,,,,,,0,216,0,208,0,0,0,0,0,0,0,0,0,0,0,0
Sekolah Tinggi Pertanian Panca Bhakti,MDUxRjM5RjItQ0FFNi00M0Q4LTlDNkQtQ0M3RkJGNzM4OEMz,Jalan Sultan Abdurahman No 8 ,Kab. Pontianak,0561-733946,stiper.pontianak@gmail.com, ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Politeknik Negeri Nunukan,MkJDNzM0NTEtNDBBRC00RTk4LUE4OUItRkU0OTVDMzVEOUIw,,Kab. Nunukan,,,,0,149,0,149,0,243,0,243,0,388,0,388,38,363,38,0
Politeknik Kaltara,MjhENkZDQTgtQTEyNy00ODAyLUIzOTItODVEOEI4NzczQjND,,Kota Tarakan,(0551)36123,politeknikkaltaratarakan@gmail.com,poltekkaltara.ac.id,0,296,0,0,22,392,21,392,20,415,18,355,25,361,21,127
Politeknik Malinau,Q0VEODU1QzMtQzJDNy00Q0I4LUJDM0ItMDlFRTg2NkRFNjNG,Malinau ,Kab. Malinau,0553-2022085,poltek_malinau@yahoo.com, Politeknikmalinau.ac.id,53,939,43,940,50,1003,48,1003,52,1090,50,0,60,1172,41,0
Politeknik Negeri Ketapang,OUY4MkFCOEMtREZFQi00OTkzLTlDRkMtMEIwMkFDRTMyQ0I1,"Jalan Rangge Sentap, Desa Dalong, Kecamatan Delta Pawan",Kec. Delta Pawan,0534-3030686,humas@politap.ac.id,politap.ac.id,13,2141,8,2087,13,2541,10,2463,95,1665,84,1399,100,1477,85,0
,,,,,,,0,285,0,283,0,242,0,242,0,103,0,98,0,0,0,0
Politeknik Tonggak Equator,NjJBNDY0OEEtRDU0Qy00QzQ1LTg0MDUtOEQzMjhEQjdEQjA1,Jalan Fatimah 1-2 Pontianak,Kota Pontianak,0561-767884,polteq_pontianak@yahoo.co.id,polteq.ac.id,12,1540,13,1520,34,889,38,887,42,821,43,811,41,761,39,0
Akademi Bahasa Asing Permata Hati Tarakan,RUNEQzRBNkMtNjQ4My00Mjc3LTlFODQtMjZCMTAzMEJFMjlE,JLnderal Sudirman No.36 RT.03 Kelurahan Pamusian Kecamatan Tarakan Tengah Kot,Kota Tarakan,0551-2027756,abatatarakan@yahoo.com,www.abata.ac.id,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,,,,,,,0,139,0,65,0,0,0,0,0,0,0,0,0,0,0,0
,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Akademi Farmasi Yarsi Pontianak,QzFCMkIxMjUtOTM2Qi00NzFDLUFDNUEtOUQ5MkEwMzhENTcx,Jalan Panglima Aim No 2 ,Kec. Pontianak Timur,081147404077,akfar.yarsi.pontianak@gmail.com,www.akfaryarsiptk.ac.id,16,460,18,446,17,393,18,395,19,445,18,444,18,506,18,127
Akademi Manajemen Bumi Sebalo Bengkayang,QjNCNjEyRDMtQTZBNS00MTE5LThGNTYtNzRCNEM2RkUxN0NF,Jalan Gereja Protestan No 71 Bengkayang Provinsi Kalimantan Barat,Kec. Bengkayang,0562441980,akmenbs.bky@gmail.com, www.bumisebalo.ac.id,9,236,10,206,12,238,8,200,9,185,8,185,8,224,0,0
Akademi Manajemen Komputer dan Informatika Ketapang,OTlEMUZFRkYtNzc4Ny00OUUxLThGMUYtQzYyMkUyQTkzQUZD,Jalan AIP KS Tubun No 03 ,Kec. Delta Pawan,0534 33090,kampus@amki-yainco.ac.id,www.amki-yainco.ac.id,14,230,13,225,13,200,12,152,8,174,6,126,8,125,6,0
Akademi Manajemen Perusahaan Panca Bhakti,ODQzRTI3NjctRTRDMC00MkExLUE0MDctMzFBMjRDQkExRkNF,Jalan St Abdurachman No 8 ,Kota Pontianak,0561-8121869,ampypbupontianak@gmail.com, ,6,260,5,218,5,251,6,251,6,257,6,257,6,261,6,0
,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,,,,,,,0,165,0,148,0,0,0,0,0,0,0,0,0,0,0,0
Akademi Kebidanan Singkawang,QkFCQ0I2NTQtNkIyOS00NTIyLTg1NjMtMzg4NDQxQTJDQjNE,Jalan Tanjung Batu Sakok Gg Sosial I,Kota Singkawang,082253233233,info@akbidsingkawang.ac.id, www.akbidsingkawang.ac.id,4,101,4,101,4,105,4,105,6,156,6,146,6,187,6,185
,,,,,,,0,152,0,151,0,161,0,157,0,274,0,232,0,0,0,0
Akademi Keperawatan Bethesda Serukam,NEUwNkZDRUQtMUIwNC00QjRFLUI1RjgtQzEzN0M5RjdDMTFD,Komplek RSU Bethesda Serukam Kecamatan Samalantan,Kab. Bengkayang,08990670522,akper_bethesdaserukam@yahoo.co.id,www.akperserukam.ac.id,11,112,10,110,9,128,9,126,8,181,8,139,8,194,8,163
Akademi Perpajakan Panca Bhakti,Njg1QjEwOUEtQUQ4Ni00OEJELTgwMzUtN0MyQjFCREE3M0E2,Jalan Sultan Abdurrahman No 8 ,Kec. Pontianak Kota,0561-735695,,,8,254,8,241,8,212,8,211,7,157,7,157,7,115,7,0
Universitas Karya Persada Muna,NTY5RUZFNDgtRjgyMi00REZDLTg4NzUtQTQwNDdCRjMxQzg4,,Kab. Muna,085341198278,univ.persadamuna@gmail.com,,0,0,0,14,0,70,0,100,0,245,0,245,62,434,83,435
Universitas Sains Islam Al Mawaddah Warrahmah Kolaka,ODdFRUZGQUYtRTM3Ri00MkVDLUIxNEItQUQ5RjBBQzc0NUEx,,Kab. Kolaka,,,,0,0,0,0,0,0,0,0,0,21,0,21,17,43,11,0
Universitas Dayanu Ikhsanuddin,OTIxQjkzODEtQUJFRC00RTNFLTlBREEtNEE3NTU0NjY2QjM0,Jalan Yos Sudarso No 43 ,Kota Baubau,04022821327,info@unidayan.ac.id,www.unidayan.ac.id ,294,6329,327,5917,249,6687,300,6132,266,6282,331,5768,289,5828,334,686
Universitas Mandala Waluya,OUYwNTM2MDItNjY3Ni00QTM2LTlDMzQtMjkwRjcwQzQ1OUU0,,Kota Kendari,(0401) 3193176,univ.mandalawaluya@gmail.com,www.umw.ac.id/,0,2312,0,2304,104,3207,0,2943,172,3473,177,3451,160,3750,0,238
Universitas Muhammadiyah Buton,QkNBMURCOTUtRjFFMS00NzNGLTlFNUMtMEJGNzVBNzlBODM1,"Jalan Betoambari No 36, Lanto, Batupoara",Kec. Betoambari,0402 2827038,rektorat@umbuton.ac.id,umbuton.ac.id,259,7635,212,7416,219,8024,219,7291,243,7288,223,6858,258,7455,246,6976
